,general_genre,book_status,genre,title,author,ratting,total_ratting,kindle_price,audiobook_price,hardcover_price,paperback_price,audioplayer_price,board_book_price,publication_date,file_size,publisher,word_wise,print_length,language,asin,text_to_speach,enhanced_typesetting,x_ray,lending,simultaneous_device_usage,screen_reader,book_content,book_link
10,Biographies and memoirs,,Biographies & Memoirs,"The Price of Peace: Money, Democracy, and the Life of John Maynard Keynes",Zachary D. Carter,4.7,326,14.99,0.0,24.99,0.0,0,0.0,20200519,12611,Random House,Enabled,608,English,B07WPQD8ZX,Enabled,Enabled,Enabled,Not Enabled,,,"NEW YORK TIMES BESTSELLER • An “outstanding new intellectual biography of John Maynard Keynes [that moves] swiftly along currents of lucidity and wit” (The New York Times), illuminating the world of the influential economist and his transformative ideas

“A timely, lucid and compelling portrait of a man whose enduring relevance is always heightened when crisis strikes.”—The Wall Street Journal

NAMED ONE OF THE TEN BEST BOOKS OF THE YEAR BY PUBLISHERS WEEKLY

At the dawn of World War I, a young academic named John Maynard Keynes hastily folded his long legs into the sidecar of his brother-in-law’s motorcycle for an odd, frantic journey that would change the course of history. Swept away from his placid home at Cambridge University by the currents of the conflict, Keynes found himself thrust into the halls of European treasuries to arrange emergency loans and packed off to America to negotiate the terms of economic combat. The terror and anxiety unleashed by the war would transform him from a comfortable obscurity into the most influential and controversial intellectual of his day—a man whose ideas still retain the power to shock in our own time.

Keynes was not only an economist but the preeminent anti-authoritarian thinker of the twentieth century, one who devoted his life to the belief that art and ideas could conquer war and deprivation. As a moral philosopher, political theorist, and statesman, Keynes led an extraordinary life that took him from intimate turn-of-the-century parties in London’s riotous Bloomsbury art scene to the fevered negotiations in Paris that shaped the Treaty of Versailles, from stock market crashes on two continents to diplomatic breakthroughs in the mountains of New Hampshire to wartime ballet openings at London’s extravagant Covent Garden. 

Along the way, Keynes reinvented Enlightenment liberalism to meet the harrowing crises of the twentieth century. In the United States, his ideas became the foundation of a burgeoning economics profession, but they also became a flash point in the broader political struggle of the Cold War, as Keynesian acolytes faced off against conservatives in an intellectual battle for the future of the country—and the world. Though many Keynesian ideas survived the struggle, much of the project to which he devoted his life was lost. 

In this riveting biography, veteran journalist Zachary D. Carter unearths the lost legacy of one of history’s most fascinating minds. The Price of Peace revives a forgotten set of ideas about democracy, money, and the good life with transformative implications for today’s debates over inequality and the power politics that shape the global order.",https://www.amazon.com/Price-Peace-Democracy-Maynard-Keynes-ebook/dp/B07WPQD8ZX/ref=lp_5522560011_1_11?s=books&ie=UTF8&qid=1605122960&sr=1-11
11,Biographies and memoirs,,Specific Groups,In the Shadow of the Valley: A Memoir,Bobi Conn,4.1,2826,4.99,0.0,12.03,8.89,0,0.0,20200501,1864,Little A,Enabled,296,English,B07TTJ5F7V,Enabled,Enabled,Enabled,Not Enabled,,Supported,"A clear-eyed and compassionate memoir of the Appalachian experience by a woman who embraced its astonishing beauty, narrowly escaped its violence, and struggles to call it home.
Bobi Conn was raised in a remote Kentucky holler in 1980s Appalachia. She remembers her tin-roofed house tucked away in a vast forest paradise; the sparkling creeks, with their frogs and crawdads; the sweet blackberries growing along the road to her granny’s; and her abusive father, an underemployed alcoholic whose untethered rage and violence against Bobi and her mother were frighteningly typical of a community marginalized, desperate, and ignored. Bobi’s rule of survival: always be vigilant but endure it silently.
Slipping away from home, Bobi went to college and got a white-collar job. Mistrusted by her family for her progress and condescended to by peers for her accent and her history, she was followed by the markers of her class. Though she carried her childhood self everywhere, Bobi also finally found her voice.
An elegiac account of survival despite being born poor, female, and cloistered, Bobi’s testament is one of hope for all vulnerable populations, particularly women and girls caught in the cycle of poverty and abuse. On a continual path to worth, autonomy, and reinvention, Conn proves here that “the storyteller is the one with power.”",https://www.amazon.com/Shadow-Valley-Memoir-Bobi-Conn-ebook/dp/B07TTJ5F7V/ref=lp_5522560011_1_12?s=books&ie=UTF8&qid=1605122960&sr=1-12
12,Biographies and memoirs,,Parenting & Relationships,What We Carry: A Memoir,Maya Lang,4.6,109,13.99,0.0,15.29,15.68,0,0.0,20200428,1603,The Dial Press,Enabled,267,English,B07VSC19ZH,Enabled,Enabled,Enabled,Not Enabled,,,"“A gorgeous memoir about mothers, daughters, and the tenacity of the love that grows between what is said and what is left unspoken.”—Mira Jacob, author of Good Talk
 
If our family stories shape us, what happens when we learn those stories were never true? Who do we become when we shed our illusions about the past?
 
Maya Shanbhag Lang grew up idolizing her brilliant mother, an accomplished physician who immigrated to the United States from India and completed her residency all while raising her children and keeping a traditional Indian home. Maya’s mother had always been a source of support—until Maya became a mother herself. Then the parent who had once been so capable and attentive became suddenly and inexplicably unavailable. Struggling to understand this abrupt change while raising her own young child, Maya searches for answers and soon learns that her mother is living with Alzheimer’s.
 
Unable to remember or keep track of the stories she once told her daughter—stories about her life in India, why she immigrated, and her experience of motherhood—Maya’s mother divulges secrets about her past that force Maya to reexamine their relationship. It becomes clear that Maya never really knew her mother, despite their close bond. Absorbing, moving, and raw, What We Carry is a memoir about mothers and daughters, lies and truths, receiving and giving care, and how we cannot grow up until we fully understand the people who raised us. It is a beautiful examination of the weight we shoulder as women and an exploration of how to finally set our burdens down.

Praise for What We Carry

""Part self-discovery, part family history. . . [Lang's] analysis of the shifting roles of mothers and daughters, particularly through the lens of immigration, help[s] to challenge her family’s mythology. . . . Readers interested in examining their own family stories . . . will connect deeply with Lang’s beautiful memoir.""—Library Journal 
(Starred Review)
 
“A stirring memoir exploring the fraught relationships between mothers and daughters . . . astutely written and intense . . . [What We Carry] will strike a chord with readers.”—Publishers Weekly

“Lang is an immediately affable and honest narrator who offers an intriguing blend of revelatory personal history and touching insight.”—BookPage",https://www.amazon.com/What-Carry-Maya-Shanbhag-Lang-ebook/dp/B07VSC19ZH/ref=sr_1_17?dchild=1&qid=1605122960&s=books&sr=1-17
13,Biographies and memoirs,,Biographies & Memoirs,Rebel Chef: In Search of What Matters,Dominique Crenn,4.5,138,14.99,0.0,21.06,0.0,0,0.0,20200609,30629,Penguin Press,Enabled,256,English,B07ZN3VK4T,Enabled,Enabled,Enabled,Not Enabled,,,"The inspiring and deeply personal memoir from highly acclaimed chef Dominique Crenn

By the time Dominique Crenn decided to become a chef, at the age of twenty-one, she knew it was a near impossible dream in France where almost all restaurant kitchens were run by men. So, she left her home and everything she knew to move to San Francisco, where she would train under the legendary Jeremiah Tower. Almost thirty years later, Crenn was awarded three Michelin Stars in 2018 for her influential restaurant Atelier Crenn, and became the first female chef in the United States to receive this honor – no small feat for someone who hadn’t gone to culinary school or been formally trained.
 
In Rebel Chef, Crenn tells of her untraditional coming-of-age as a chef, beginning with her childhood in Versailles where she was emboldened by her parents to be curious and independent. But there is another reason Crenn has always felt free to pursue her own unconventional course. Adopted as a toddler, she didn't resemble her parents or even look traditionally French. Growing up she often felt like an outsider, and was haunted by a past she knew nothing about. But after years of working to fill this blank space, Crenn has embraced the power her history gives her to be whoever she wants to be.
 
Here is a disarmingly honest and revealing look at one woman's evolution from a daring young chef to a respected activist. Reflecting on the years she spent working in the male-centric world of professional kitchens, Crenn tracks her career from struggling cook to running one of the world’s most acclaimed restaurants, while at the same time speaking out on restaurant culture, sexism, immigration, and climate change. At once a tale of personal discovery and a tribute to unrelenting determination, Rebel Chef is the story of one woman making a place for herself in the kitchen, and in the world.",https://www.amazon.com/Rebel-Chef-Search-What-Matters/dp/0735224749/ref=sr_1_18?dchild=1&qid=1605122960&s=books&sr=1-18
14,Biographies and memoirs,,Sports & Outdoors,The Impossible First: From Fire to Ice—Crossing Antarctica Alone,Colin O'Brady,4.5,400,14.99,0.0,18.99,17.0,0,0.0,20200114,110657,Scribner; Illustrated edition,Enabled,296,English,B07TH9L29W,Enabled,Enabled,Enabled,Not Enabled,,,"A NEW YORK TIMES BESTSELLER

Colin O’Brady’s awe-inspiring memoir spans his triumphant recovery from a tragic accident to his gripping 932-mile solo crossing of Antarctica.

Prior to December 2018, no individual had ever crossed the landmass of Antarctica alone, without support and completely human powered. Yet, Colin O’Brady was determined to do just that, even if, ten years earlier, there was doubt that he’d ever walk again normally. From the depths of a tragic accident, he fought his way back. In a quest to unlock his potential and discover what was possible, he went on to set three mountaineering world records before turning to this historic Antarctic challenge.

O’Brady’s pursuit of a goal that had eluded many others was made even more intense by a head-to-head battle that emerged with British polar explorer Captain Louis Rudd—also striving to be “the first.” Enduring Antarctica’s sub-zero temperatures and pulling a sled that initially weighed 375 pounds—in complete isolation and through a succession of whiteouts, storms, and a series of near disasters—O’Brady persevered.

Alone with his thoughts for nearly two months in the vastness of the frozen continent—gripped by fear and doubt—he reflected on his past, seeking courage and inspiration in the relationships and experiences that had shaped his life.

Honest, deeply moving, filled with moments of vulnerability—and set against the backdrop of some of the most extreme environments on earth, from Mt. Everest to Antarctica—The Impossible First reveals how anyone can reject limits, overcome immense obstacles, and discover what matters most.",https://www.amazon.com/Impossible-First-Ice_Crossing-Antarctica-Alone/dp/1982133112/ref=sr_1_19?dchild=1&qid=1605122960&s=books&sr=1-19
15,Biographies and memoirs,,History,"This Is Chance!: The Shaking of an All-American City, A Voice That Held It Together",Jon Mooallem,4.4,112,13.99,0.0,16.27,0.0,0,0.0,20200324,5756,Random House,Enabled,314,English,B07TQKCM8J,Enabled,Enabled,Enabled,Not Enabled,,,"The thrilling, cinematic story of a community shattered by disaster--and the unlikely woman around whom it pulled together.

In 1964, Anchorage, Alaska, was a modern-day frontier town yearning to be a metropolis--the largest, proudest city in a state that was still brand-new. Then, just before sundown on Good Friday, the most powerful earthquake in American history struck. For four and a half minutes, the ground lurched and rolled. Streets cracked open and swallowed buildings whole. When the shaking stopped, night fell and Anchorage went dark. Everyone was isolated from one another and sealed off from the outside world.

Slowly, people switched on transistor radios and heard a woman's familiar voice explaining what just happened and what to do next. Her name was Genie Chance, and she was a working mother and part-time radio reporter who'd play an extraordinary role in the disaster's aftermath, helping her fractured community reconnect and cohere. Genie's broadcasts over the next three days would transform her into a legendary figure in Alaska and bring her fame worldwide--but only briefly.

Drawing on thousands of pages of newly discovered documents, interviews with survivors, and recordings of original radio broadcasts, This Is Chance! is the gorgeously told story of a single, catastrophic weekend in a faraway town and a cast of endearingly eccentric characters who endured it.

There are moments when reality instantly changes--when it becomes clear that the lives we assume are stable actually rest on pure happenchance. This Is Chance! shows human resilience rising above that randomness and human connection withstanding chaos. That Easter weekend, ordinary people were thrown into a jumbled world they couldn't recognize. Together they'd figure out how to make a home in it again.",https://www.amazon.com/This-Chance-Shaking-All-American-Together/dp/0525509917/ref=sr_1_20?dchild=1&qid=1605122960&s=books&sr=1-20
16,Business and leadership,,Business & Money,Tiny Habits: The Small Changes That Change Everything,"BJ Fogg, PhD",4.7,1601,14.99,0.0,16.79,16.99,0,0.0,20200201,13651,Houghton Mifflin Harcourt; Illustrated edition,Enabled,318,English,B07LC9KDP5,Enabled,Enabled,Enabled,Not Enabled,,,"A NEW YORK TIMES BESTSELLER!

The world’s leading expert on habit formation shows how you can have a happier, healthier life: by starting small. 
 
When it comes to change, TINY IS MIGHTY. Start with two pushups a day, not a two-hour workout; or five deep breaths each morning rather than an hour of meditation. In TINY HABITS, B.J. Fogg brings his experience coaching more than 40,000 people to help you lose weight, de-stress, sleep better, or achieve any goal of your choice. You just need Fogg’s behavior formula: make it easy, make it fit your life, and make it rewarding. Whenever you get in your car, take one yoga breath. Smile. Whenever you get in bed, turn off your phone. Give yourself a high five.  
 
Change can be easy—once it starts, it grows. Let B.J. Fogg show you exactly how.
 ",https://www.amazon.com/Tiny-Habits-Changes-Change-Everything-ebook/dp/B07LC9KDP5/ref=lp_5522561011_1_1?s=books&ie=UTF8&qid=1605122975&sr=1-1
17,Business and leadership,,Business & Money,Upstream: The Quest to Solve Problems Before They Happen,Dan Heath,4.6,518,14.99,0.0,19.39,19.41,0,0.0,20200303,3623,Avid Reader Press / Simon & Schuster; Illustrated edition,Enabled,315,English,B07THBM1M6,Enabled,Enabled,Enabled,Not Enabled,,,"Wall Street Journal Bestseller

New York Times bestselling author Dan Heath explores how to prevent problems before they happen, drawing on insights from hundreds of interviews with unconventional problem solvers.

So often in life, we get stuck in a cycle of response. We put out fires. We deal with emergencies. We stay downstream, handling one problem after another, but we never make our way upstream to fix the systems that caused the problems. Cops chase robbers, doctors treat patients with chronic illnesses, and call-center reps address customer complaints. But many crimes, chronic illnesses, and customer complaints are preventable. So why do our efforts skew so heavily toward reaction rather than prevention?

Upstream probes the psychological forces that push us downstream—including “problem blindness,” which can leave us oblivious to serious problems in our midst. And Heath introduces us to the thinkers who have overcome these obstacles and scored massive victories by switching to an upstream mindset. One online travel website prevented twenty million customer service calls every year by making some simple tweaks to its booking system. A major urban school district cut its dropout rate in half after it figured out that it could predict which students would drop out—as early as the ninth grade. A European nation almost eliminated teenage alcohol and drug abuse by deliberately changing the nation’s culture. And one EMS system accelerated the emergency-response time of its ambulances by using data to predict where 911 calls would emerge—and forward-deploying its ambulances to stand by in those areas.

Upstream delivers practical solutions for preventing problems rather than reacting to them. How many problems in our lives and in society are we tolerating simply because we’ve forgotten that we can fix them?",https://www.amazon.com/Upstream-Quest-Problems-Before-Happen-ebook/dp/B07THBM1M6/ref=lp_5522561011_1_2?s=books&ie=UTF8&qid=1605122975&sr=1-2
18,Business and leadership,,Business & Money,Leadership Strategy and Tactics: Field Manual,Jocko Willink,4.9,2653,10.23,0.0,10.77,0.0,0,0.0,20200114,2322,St. Martin's Press,Enabled,312,English,B07TDY1T6H,Enabled,Enabled,Enabled,Not Enabled,,,"#1 New York Times Bestseller
#1 USA Today bestseller

The ultimate guide on leadership from the bestselling co-author of Extreme Ownership.

In the military, a field manual provides instructions in simple, clear, step-by-step language to help soldiers complete their mission. In the civilian sector, books offer information on everything from fixing a leaky faucet to developing an effective workout program to cooking a good steak.

But what if you are promoted into a new position leading your former peers? What if you don’t get selected for the leadership position you wanted? How do you overcome imposter syndrome, when you aren’t sure you should be leading? As a leader, how do you judiciously dole out punishment? What about reward? How do you build trust with your both your superiors and your subordinates? How do you deliver truthful criticism up and down the chain of command in a tactful and positive way?

These are all questions about leadership—the most complex of all human endeavors. And while there are books out there that provide solid leadership principles, books like Extreme Ownership and The Dichotomy of Leadership, there is no leadership field manual that provides a direct, situational, pragmatic how-to guide that anyone can instantly put to use.

Until now. Leadership Strategy and Tactics explains how to take leadership theory, quickly translate that theory into applicable strategy, and then put leadership into action at a tactical level. This book is the solution that leaders at every level need—not just to understand the leadership game, but also how to play the leadership game, and win it.",https://www.amazon.com/Leadership-Strategy-Tactics-Field-Manual-ebook/dp/B07TDY1T6H/ref=lp_5522561011_1_3?s=books&ie=UTF8&qid=1605122975&sr=1-3
19,Business and leadership,,Engineering,How Innovation Works: And Why It Flourishes in Freedom,Matt Ridley,4.6,436,15.99,0.0,20.49,17.99,0,0.0,20200519,1395,Harper,Enabled,416,English,B07WSBV7YZ,Enabled,Enabled,Enabled,Not Enabled,,,"Building on his national bestseller The Rational Optimist, Matt Ridley chronicles the history of innovation, and how we need to change our thinking on the subject.

Innovation is the main event of the modern age, the reason we experience both dramatic improvements in our living standards and unsettling changes in our society. Forget short-term symptoms like Donald Trump and Brexit, it is innovation that will shape the twenty-first century. Yet innovation remains a mysterious process, poorly understood by policy makers and businessmen alike.
Matt Ridley argues that we need to see innovation as an incremental, bottom-up, fortuitous process that happens as a direct result of the human habit of exchange, rather than an orderly, top-down process developing according to a plan. Innovation is crucially different from invention, because it is the turning of inventions into things of practical and affordable use to people. It speeds up in some sectors and slows down in others. It is always a collective, collaborative phenomenon, involving trial and error, not a matter of lonely genius. It happens mainly in just a few parts of the world at any one time. It still cannot be modeled properly by economists, but it can easily be discouraged by politicians. Far from there being too much innovation, we may be on the brink of an innovation famine.
Ridley derives these and other lessons from the lively stories of scores of innovations, how they started and why they succeeded or failed. Some of the innovation stories he tells are about steam engines, jet engines, search engines, airships, coffee, potatoes, vaping, vaccines, cuisine, antibiotics, mosquito nets, turbines, propellers, fertilizer, zero, computers, dogs, farming, fire, genetic engineering, gene editing, container shipping, railways, cars, safety rules, wheeled suitcases, mobile phones, corrugated iron, powered flight, chlorinated water, toilets, vacuum cleaners, shale gas, the telegraph, radio, social media, block chain, the sharing economy, artificial intelligence, fake bomb detectors, phantom games consoles, fraudulent blood tests, hyperloop tubes, herbicides, copyright, and even life itself.",https://www.amazon.com/How-Innovation-Works-Flourishes-Freedom-ebook/dp/B07WSBV7YZ/ref=lp_5522561011_1_4?s=books&ie=UTF8&qid=1605122975&sr=1-4
